"","text","possibly_sensitive","author_id","created_at.x","lang","id","reply_settings","conversation_id","url","name","profile_image_url","verified","location","protected","description","username","created_at.y","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","in_reply_to_user_id","pinned_tweet_id","geo_place_id","text_with_display_links","reply.to.thread.no.term"
"31","@CharlieFrago @TB_Times @StPeteFL @ByJoshSolomon It always flows downhill... 💩. ",FALSE,"42056459",2018-04-22 16:53:42,"en","988098530513440768","everyone","987692430131650560","https://t.co/2UEWMFjuEA","Travis Horn","https://pbs.twimg.com/profile_images/923668211505098752/OtCrYS0y_normal.jpg",FALSE,"Tampa, Florida",FALSE,"I'm not a ninja, a guru, or a jedi. I am a proud US #Army #Vet 🇺🇸 #Advertising #Marketing #Media & #PR #PublicRelations Pro. #UF 🐊 BA/JD","TweetUrHorn","2009-05-23T16:47:16.000Z",0,0,0,0,0,2071,4854,16920,71,"17873369",NA,NA,"@CharlieFrago @TB_Times @StPeteFL @ByJoshSolomon It always flows downhill... 💩",TRUE
"32","RT @CharlieFrago: ""Alarmist"" @TB_Times turns out to be confirmed. Twice. How 'bout that? Continuing the dozens of stories w/o correction re: @StPeteFL sewage crisis since Aug 2015. @ByJoshSolomon has the latest: . http   www tampabay com news localgovernment St Pete says discharge never reached the bay Its own report says otherwise _167452203",FALSE,"28715950",2018-04-22 17:12:18,"en","988103212782751745","everyone","988103212782751745",NA,"Kathy Wingard 🇺🇦 ☮️","https://pbs.twimg.com/profile_images/3176517552/53a33b71a761ecb874047b9be819e99f_normal.jpeg",FALSE,"Charlotte Harbor, Florida, US",FALSE,"Former journo for @AP. Owned by ShihTzu, parrots,cats.#NASASocial #weirdFL FL native; NASA supporter; #Internet pioneer. RTs aren’t endorsements, just info.","KathyWingard","2009-04-04T02:10:37.000Z",12,0,0,0,0,5094,5599,111175,267,NA,NA,NA,"RT @CharlieFrago: ""Alarmist"" @TB_Times turns out to be confirmed. Twice. How 'bout that? Continuing the dozens of stories w/o correction re: @StPeteFL sewage crisis since Aug 2015. @ByJoshSolomon has the latest: https://t.co/MaDppftkSv",FALSE
"33","RT @CharlieFrago: ""Alarmist"" @TB_Times turns out to be confirmed. Twice. How 'bout that? Continuing the dozens of stories w/o correction re: @StPeteFL sewage crisis since Aug 2015. @ByJoshSolomon has the latest: . http   www tampabay com news localgovernment St Pete says discharge never reached the bay Its own report says otherwise _167452203",FALSE,"52508214",2018-04-22 17:53:16,"en","988113523120230402","everyone","988113523120230402","https://t.co/mEEwsSs2U3","Sara DiNatale","https://pbs.twimg.com/profile_images/1513710895125434380/aOR2BlAM_normal.jpg",TRUE,"BUF ➡️ TPA  ➡️ MS GULF COAST",FALSE,"Gulf Coast reporter for @MSTODAYnews, health & business. Proud alum of @TB_Times. Buffalo native and relentless nonprofit news stan. She/her 🏳️‍🌈","sara_dinatale","2009-06-30T20:22:43.000Z",12,0,0,0,0,2975,1689,10191,84,NA,"1542166962633064448",NA,"RT @CharlieFrago: ""Alarmist"" @TB_Times turns out to be confirmed. Twice. How 'bout that? Continuing the dozens of stories w/o correction re: @StPeteFL sewage crisis since Aug 2015. @ByJoshSolomon has the latest: https://t.co/MaDppftkSv",FALSE
"34","RT @CharlieFrago: ""Alarmist"" @TB_Times turns out to be confirmed. Twice. How 'bout that? Continuing the dozens of stories w/o correction re: @StPeteFL sewage crisis since Aug 2015. @ByJoshSolomon has the latest: . http   www tampabay com news localgovernment St Pete says discharge never reached the bay Its own report says otherwise _167452203",FALSE,"15601977",2018-04-23 11:44:46,"en","988383172579688448","everyone","988383172579688448","https://t.co/pdgWVW2Zak","Greg Auman","https://pbs.twimg.com/profile_images/1594378948930052097/iLL05Av5_normal.jpg",TRUE,"Tampa, Florida",FALSE,"Now covering the NFC South for @FOXsports — Bucs, Falcons, Panthers, Saints. On Bucs since 2013, previously @TheAthleticNFL. email greg.auman@fox.com.","gregauman","2008-07-25T18:52:57.000Z",12,0,0,0,0,61724,1440,225708,1839,NA,"1622292792612634625",NA,"RT @CharlieFrago: ""Alarmist"" @TB_Times turns out to be confirmed. Twice. How 'bout that? Continuing the dozens of stories w/o correction re: @StPeteFL sewage crisis since Aug 2015. @ByJoshSolomon has the latest: https://t.co/MaDppftkSv",FALSE
"35","Reclaimed water spilled into canal at Boca Ciega Bay  @TB_Times. https   www tampabay com blogs baybuzz 2018 05 02 reclaimed water spilled into canal at boca ciega bay",FALSE,"14304462",2018-05-02 16:51:02,"en","991721740261769218","everyone","991721740261769218","https://t.co/cGIDc1tNIf","Tampa Bay Times","https://pbs.twimg.com/profile_images/1066713591246725120/wFmoB0Xs_normal.jpg",TRUE,"St. Petersburg, Florida",FALSE,"Florida's largest newspaper with 14 Pulitzer Prizes. Have story ideas or tips? DM us. Support our local journalism: https://t.co/9cTNKzUWzN","TB_Times","2008-04-04T17:14:50.000Z",0,1,0,1,0,319684,5489,267635,3122,NA,"1593648689536413696",NA,"Reclaimed water spilled into canal at Boca Ciega Bay https://t.co/LOYYtOJTzQ @TB_Times",FALSE
"36","Baptism by sewage!( h/t @TMarreroTimes) @cljohnst 2nd day on @StPeteFL involves a spill near Boca Ciega Bay: . http   www tampabay com blogs baybuzz 2018 05 02 reclaimed water spilled into canal at boca ciega bay",FALSE,"17873369",2018-05-02 16:52:16,"en","991722049138843648","everyone","991722049138843648","https://t.co/uISsduaLRA","Charlie Frago","https://pbs.twimg.com/profile_images/1169326335266873344/TEB8ae5V_normal.jpg",TRUE,"Tampa, FL",FALSE,"Tampa City Hall reporter for @TB_Times. Formerly covered St. Petersburg and Clearwater. Retweets and Favorites aren't endorsements.","CharlieFrago","2008-12-04T18:03:12.000Z",3,2,6,3,0,4927,3737,14783,155,NA,NA,NA,"Baptism by sewage!( h/t @TMarreroTimes) @cljohnst 2nd day on @StPeteFL involves a spill near Boca Ciega Bay: https://t.co/MsWAlVUJWr",FALSE
"37","Of course new @TB_Times St. Pete City Hall beat reporter @cljohnst gets a baptism by sewage.
. http   www tampabay com blogs baybuzz 2018 05 02 reclaimed water spilled into canal at boca ciega bay",FALSE,"121790891",2018-05-02 16:54:32,"en","991722619731890176","everyone","991722619731890176","https://t.co/kH6s954QCq","Tony Marrero","https://pbs.twimg.com/profile_images/1067046507734548480/tt1USnXn_normal.jpg",TRUE,"Tampa Bay",FALSE,"Staff writer for the Tampa Bay Times @tb_times You ain't gonna learn what you don't want to know. -- John Perry Barlow","TMarreroTimes","2010-03-10T16:00:54.000Z",4,2,17,0,0,3339,2854,15835,143,NA,NA,NA,"Of course new @TB_Times St. Pete City Hall beat reporter @cljohnst gets a baptism by sewage.
https://t.co/gcdvEKgiKX",FALSE
"38","RT @TMarreroTimes: Of course new @TB_Times St. Pete City Hall beat reporter @cljohnst gets a baptism by sewage.
. http   www tampabay com blogs baybuzz 2018 05 02 reclaimed water spilled into canal at boca ciega bay",FALSE,"329745459",2018-05-02 16:57:44,"en","991723424983797760","everyone","991723424983797760","https://t.co/u2xZJsCvlp","Justine Griffin","https://pbs.twimg.com/profile_images/1478031891420876802/ifqL0NNs_normal.jpg",TRUE,"St Petersburg, FL",FALSE,"@TB_Times Economy & Growth Editor. Equestrian. Egg donor. Mother of 🐎🐕🐓. Tips? jgriffin@tampabay.com","SunBizGriffin","2011-07-05T15:20:23.000Z",4,0,0,0,0,3553,1998,34730,235,NA,"1477775982820003847",NA,"RT @TMarreroTimes: Of course new @TB_Times St. Pete City Hall beat reporter @cljohnst gets a baptism by sewage.
https://t.co/gcdvEKgiKX",FALSE
"39","RT @CharlieFrago: Baptism by sewage!( h/t @TMarreroTimes) @cljohnst 2nd day on @StPeteFL involves a spill near Boca Ciega Bay: . http   www tampabay com blogs baybuzz 2018 05 02 reclaimed water spilled into canal at boca ciega bay",FALSE,"25022694",2018-05-02 16:58:13,"en","991723545523834880","everyone","991723545523834880",NA,"Caitlin Johnston","https://pbs.twimg.com/profile_images/1365738426402811910/ZmAaJVEw_normal.jpg",TRUE,"St Petersburg, FL",FALSE,"Storyteller. Adventure seeker. Slow runner. Avid reader. Recovering journalist. Take me to the mountains, please. 🏔 🥃 📚","cljohnst","2009-03-18T03:46:38.000Z",3,0,0,0,0,2875,1558,6562,105,NA,NA,NA,"RT @CharlieFrago: Baptism by sewage!( h/t @TMarreroTimes) @cljohnst 2nd day on @StPeteFL involves a spill near Boca Ciega Bay: https://t.co/MsWAlVUJWr",FALSE
"40","It's my day off in St. Pete, which means it's time to go fishing where a bunch of reclaimed water spilled into the bay. ",FALSE,"574078733",2018-05-02 17:26:47,"en","991730736721027072","everyone","991730736721027072","https://t.co/q7fJyUkySv","Alex Mahadevan","https://pbs.twimg.com/profile_images/1583793230554009600/nbMOy0oq_normal.jpg",FALSE,NA,FALSE,"Director of @mediawise via @poynter. Sometimes data journalist. 
🐘 @alexmahadevan@journa.host","AlexMahadevan","2012-05-08T00:35:13.000Z",0,1,1,0,0,2435,2060,11032,69,NA,"1621547417073029121",NA,"It's my day off in St. Pete, which means it's time to go fishing where a bunch of reclaimed water spilled into the bay",FALSE
"41","@AlexMahadevan Let me know if you catch anything. . https   twitter com MattReinstetle status 991732981801857025 photo 1",FALSE,"317322591",2018-05-02 17:35:43,"en","991732981801857025","everyone","991730736721027072",NA,"Matt Reinstetle","https://pbs.twimg.com/profile_images/989517141165604864/toGigEST_normal.jpg",FALSE,"St Petersburg, FL",FALSE,"I talk a lot about UCF, movies, Formula 1 and general Twitter nonsense.","stetle","2011-06-14T19:23:40.000Z",0,0,1,0,0,991,1462,12222,23,"574078733",NA,NA,"@AlexMahadevan Let me know if you catch anything. https://t.co/toiqHtyXyR",TRUE
"42","RT @CharlieFrago: Baptism by sewage!( h/t @TMarreroTimes) @cljohnst 2nd day on @StPeteFL involves a spill near Boca Ciega Bay: . http   www tampabay com blogs baybuzz 2018 05 02 reclaimed water spilled into canal at boca ciega bay",FALSE,"17824322",2018-05-02 17:49:14,"en","991736386855276544","everyone","991736386855276544",NA,"Steve Contorno","https://pbs.twimg.com/profile_images/1441055559608848387/FpGwTpFZ_normal.jpg",TRUE,"Tampa, Florida",FALSE,"Reporter for @CNN covering politics in Florida. Formerly @TB_Times. Signal: 8134383481. DMs = open.","scontorno","2008-12-03T01:05:20.000Z",3,0,0,0,0,13136,3734,34920,493,NA,NA,NA,"RT @CharlieFrago: Baptism by sewage!( h/t @TMarreroTimes) @cljohnst 2nd day on @StPeteFL involves a spill near Boca Ciega Bay: https://t.co/MsWAlVUJWr",FALSE
"43","RT @CharlieFrago: Baptism by sewage!( h/t @TMarreroTimes) @cljohnst 2nd day on @StPeteFL involves a spill near Boca Ciega Bay: . http   www tampabay com blogs baybuzz 2018 05 02 reclaimed water spilled into canal at boca ciega bay",FALSE,"33069210",2018-05-02 17:51:31,"en","991736959021342721","everyone","991736959021342721",NA,"@MandaGator (she/her)","https://pbs.twimg.com/profile_images/1610520480380846082/40uZveCe_normal.jpg",FALSE,"fascist Floriduh",FALSE,"like: kitties, soup, Rays ⚾ & Lightning 🏒 

#MaskedForever #IronKitty","MandaGator","2009-04-19T00:39:54.000Z",3,0,0,0,0,1519,1608,212522,62,NA,"1055939044771799041",NA,"RT @CharlieFrago: Baptism by sewage!( h/t @TMarreroTimes) @cljohnst 2nd day on @StPeteFL involves a spill near Boca Ciega Bay: https://t.co/MsWAlVUJWr",FALSE
"44","RT @TMarreroTimes: Of course new @TB_Times St. Pete City Hall beat reporter @cljohnst gets a baptism by sewage.
. http   www tampabay com blogs baybuzz 2018 05 02 reclaimed water spilled into canal at boca ciega bay",FALSE,"157814573",2018-05-02 18:48:37,"en","991751330699018240","everyone","991751330699018240",NA,"Kathryn Varn","https://pbs.twimg.com/profile_images/1566495684932653059/HqvHHdUf_normal.jpg",TRUE,"kvarn@gannett.com",FALSE,"Statewide enterprise reporter @USAToday Network Florida 🍊 // Contributing writer to @A24's 'Florida!' book 🦩 // @TB_Times @UF alum // she/her // 727-238-5315","kathrynvarn","2010-06-21T00:06:06.000Z",4,0,0,0,0,5930,2319,18044,174,NA,"1572938645941755907",NA,"RT @TMarreroTimes: Of course new @TB_Times St. Pete City Hall beat reporter @cljohnst gets a baptism by sewage.
https://t.co/gcdvEKgiKX",FALSE
"45","In a #Florida city plagued with repeated sewage spills, nearly 3,000 gallons of treated sewage just spilled into a canal that leads to a bay.   via @cljohnst. http   www tampabay com blogs baybuzz 2018 05 02 reclaimed water spilled into canal at boca ciega bay",FALSE,"62575859",2018-05-02 19:18:52,"en","991758942731689984","everyone","991758942731689984","https://t.co/Y1kqEYKFCg","Craig Pittman","https://pbs.twimg.com/profile_images/1438867672494657541/cMKAyT15_normal.jpg",FALSE,"St. Petersburg FL",FALSE,"THE STATE YOU'RE IN & MANATEE INSANITY both out in paperback now! Other books: NYT bestseller OH, FLORIDA! & CAT TALE. Columnist, Florida Phoenix. Florida man.","craigtimes","2009-08-03T17:55:56.000Z",4,1,2,1,0,20635,2287,180304,860,NA,"1437092398249689093",NA,"In a #Florida city plagued with repeated sewage spills, nearly 3,000 gallons of treated sewage just spilled into a canal that leads to a bay.  https://t.co/0rB4yKFiVQ via @cljohnst",FALSE
"46","RT @craigtimes: In a #Florida city plagued with repeated sewage spills, nearly 3,000 gallons of treated sewage just spilled into a canal that leads to a bay.   via @cljohnst. http   www tampabay com blogs baybuzz 2018 05 02 reclaimed water spilled into canal at boca ciega bay",FALSE,"501405753",2018-05-02 19:19:58,"en","991759218842787844","everyone","991759218842787844","http://t.co/TAvpsLEDZF","Joey Maier","https://pbs.twimg.com/profile_images/875458470153261057/yHBg8zMX_normal.jpg",FALSE,"Central FL",FALSE,"They pay me to talk about biology, but these tweets are mine. I spend my spare time underwater or building stuff.","JoeyMaier","2012-02-24T03:24:55.000Z",4,0,0,0,0,1352,1897,51192,96,NA,"928818122538344448",NA,"RT @craigtimes: In a #Florida city plagued with repeated sewage spills, nearly 3,000 gallons of treated sewage just spilled into a canal that leads to a bay.  https://t.co/0rB4yKFiVQ via @cljohnst",FALSE
"47","RT @craigtimes: In a #Florida city plagued with repeated sewage spills, nearly 3,000 gallons of treated sewage just spilled into a canal that leads to a bay.   via @cljohnst. http   www tampabay com blogs baybuzz 2018 05 02 reclaimed water spilled into canal at boca ciega bay",FALSE,"1155421141",2018-05-02 19:26:20,"en","991760821444366336","everyone","991760821444366336",NA,"roger scheu","https://pbs.twimg.com/profile_images/622979345917808642/OC7_zBOu_normal.jpg",FALSE,NA,FALSE,"","kayakcowboy","2013-02-06T23:33:31.000Z",4,0,0,0,0,823,1641,58207,34,NA,NA,NA,"RT @craigtimes: In a #Florida city plagued with repeated sewage spills, nearly 3,000 gallons of treated sewage just spilled into a canal that leads to a bay.  https://t.co/0rB4yKFiVQ via @cljohnst",FALSE
"48","RT @TMarreroTimes: Of course new @TB_Times St. Pete City Hall beat reporter @cljohnst gets a baptism by sewage.
. http   www tampabay com blogs baybuzz 2018 05 02 reclaimed water spilled into canal at boca ciega bay",FALSE,"119945205",2018-05-02 20:42:17,"en","991779936842199041","everyone","991779936842199041","https://t.co/oEoq0MEPcp","Mark Puente","https://pbs.twimg.com/profile_images/1107681713327505408/c3Bt1MN7_normal.png",TRUE,"Cleveland, OH",FALSE,"Investigative reporter at @marshallproj Once: @TB_Times, @LATimes, @baltimoresun, @theplaindealer, trucker & Teamster. Email: mpuente@themarshallproject.org","MarkPuente","2010-03-05T01:07:56.000Z",4,0,0,0,0,5433,3280,22090,250,NA,"1536651712118784000",NA,"RT @TMarreroTimes: Of course new @TB_Times St. Pete City Hall beat reporter @cljohnst gets a baptism by sewage.
https://t.co/gcdvEKgiKX",FALSE
"49","@craigtimes @cljohnst @craigtimes just read the book “Mirage” and noticed you are referenced for your great reporting on water management ( or lack thereof) in FL. Is there a more recent book on this subject that you recommend? TIA - PS Love your books too!. ",FALSE,"48394069",2018-05-02 20:49:02,"en","991781634503475201","everyone","991758942731689984",NA,"Kathleen Nagro 💉💉💉💉😷👠","https://pbs.twimg.com/profile_images/1494066869434732552/764KvpJQ_normal.jpg",FALSE,"Massachusetts, USA",FALSE,"I survived living in FL for nearly 17 years. Back in the NE and feeling great! #VoteBlue2022, #BLM, #savetheplanet, #science, #🚫DM","kathleenstips","2009-06-18T16:01:46.000Z",0,1,1,0,0,2509,2472,45041,13,"62575859","462590038615023617",NA,"@craigtimes @cljohnst @craigtimes just read the book “Mirage” and noticed you are referenced for your great reporting on water management ( or lack thereof) in FL. Is there a more recent book on this subject that you recommend? TIA - PS Love your books too!",TRUE
