"","text","id","lang","created_at.x","possibly_sensitive","author_id","conversation_id","reply_settings","in_reply_to_user_id","created_at.y","profile_image_url","username","description","name","protected","verified","pinned_tweet_id","url","location","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links","reply.to.thread.no.term"
"34","RT @seavoicenews: If this is to happen, 20,000 farmed fish will live in a flow-through net pen, discharging waste, excess feed and chemicals used into the Gulf of Mexico.  
. https   foe org news sarasota community members experts speak proposed offshore fish farm","1225536464290795520","en",2020-02-06 21:47:17,FALSE,"918473449416294400","1225536464290795520","everyone",NA,"2017-10-12T13:48:29.000Z","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","snowydays2","","Caroline Campbell",FALSE,FALSE,NA,NA,NA,24,0,0,0,0,251,486,36690,0,"RT @seavoicenews: If this is to happen, 20,000 farmed fish will live in a flow-through net pen, discharging waste, excess feed and chemicals used into the Gulf of Mexico.  
https://t.co/6zyCvtjbrx",FALSE
"35","RT @seavoicenews: If this is to happen, 20,000 farmed fish will live in a flow-through net pen, discharging waste, excess feed and chemicals used into the Gulf of Mexico.  
. https   foe org news sarasota community members experts speak proposed offshore fish farm","1229358040463351808","en",2020-02-17 10:52:51,FALSE,"77850465","1229358040463351808","everyone",NA,"2009-09-27T22:25:57.000Z","https://pbs.twimg.com/profile_images/1611948656973733888/t6JewgVy_normal.jpg","MLBinWA","Space Host / Teacher / Actor / Comedian /  #ReFi Researcher. promoter, funder.   Business Consultant. Web3 

Puppy Palace Rescue NFTs...

https://t.co/uGDMyTYs2I","Matthew L. Bonnstetter",FALSE,FALSE,"1621182702920548358","https://t.co/gu5MjmI6qf","Arizona/Serbia",24,0,0,0,0,26839,27615,53886,171,"RT @seavoicenews: If this is to happen, 20,000 farmed fish will live in a flow-through net pen, discharging waste, excess feed and chemicals used into the Gulf of Mexico.  
https://t.co/6zyCvtjbrx",FALSE
"36","More than 800,000 gallons of raw sewage spilled into Sarasota Bay after a wastewater pipe broke in Bradenton earlier this month.
. https   wusfnews wusf usf edu post 800k gallons sewage spills sarasota bay","1270443308267925505","en",2020-06-09 19:51:03,FALSE,"17544442","1270443308267925505","everyone",NA,"2008-11-21T20:07:08.000Z","https://pbs.twimg.com/profile_images/882569215559028736/RMkZ8wkh_normal.jpg","wusf","WUSF Public Media is the Tampa Bay area’s source for news, in-depth reporting, educational programming, arts, and the finest classical music.","WUSF",FALSE,TRUE,NA,"https://t.co/KBo4cZ3VYG","Tampa, FL",3,0,1,0,0,14653,2305,37951,484,"More than 800,000 gallons of raw sewage spilled into Sarasota Bay after a wastewater pipe broke in Bradenton earlier this month.
https://t.co/fZahlYuoKR",FALSE
"37","RT @wusf: More than 800,000 gallons of raw sewage spilled into Sarasota Bay after a wastewater pipe broke in Bradenton earlier this month.
. https   wusfnews wusf usf edu post 800k gallons sewage spills sarasota bay","1270444127105187840","en",2020-06-09 19:54:18,FALSE,"730963068","1270444127105187840","everyone",NA,"2012-08-01T16:09:25.000Z","https://pbs.twimg.com/profile_images/1101507802181365765/dw5MfqNI_normal.jpg","wusfschreiner","Asst. News Director / Intern Coordinator, WUSF 89.7 FM.
Enjoys wine & a good IPA, good friends and great writing.","Mark Schreiner",FALSE,TRUE,NA,NA,"Palm Harbor, FL",3,0,0,0,0,1587,2871,20539,57,"RT @wusf: More than 800,000 gallons of raw sewage spilled into Sarasota Bay after a wastewater pipe broke in Bradenton earlier this month.
https://t.co/fZahlYuoKR",FALSE
"38","RT @wusf: More than 800,000 gallons of raw sewage spilled into Sarasota Bay after a wastewater pipe broke in Bradenton earlier this month.
. https   wusfnews wusf usf edu post 800k gallons sewage spills sarasota bay","1270475443649556480","en",2020-06-09 21:58:44,FALSE,"981045752","1270475443649556480","everyone",NA,"2012-11-30T19:09:50.000Z","https://pbs.twimg.com/profile_images/808689431448350721/T9t_vHr__normal.jpg","Steph_Colombini","Health reporter for WUSF Public Media, Tampa Bay’s NPR station. Still a New Yorker. Live for live music! She/her","Stephanie Colombini",FALSE,FALSE,NA,NA,"New York, USA",3,0,0,0,0,671,810,4222,19,"RT @wusf: More than 800,000 gallons of raw sewage spilled into Sarasota Bay after a wastewater pipe broke in Bradenton earlier this month.
https://t.co/fZahlYuoKR",FALSE
"39","RT @wusf: More than 800,000 gallons of raw sewage spilled into Sarasota Bay after a wastewater pipe broke in Bradenton earlier this month.
. https   wusfnews wusf usf edu post 800k gallons sewage spills sarasota bay","1270490063923818502","en",2020-06-09 22:56:50,FALSE,"853887504","1270490063923818502","everyone",NA,"2012-09-30T01:22:48.000Z","https://pbs.twimg.com/profile_images/1346968771748114434/SuJXG2gN_normal.jpg","JMMeszaros","All Things Considered host and sustainability reporter for @WUSF, @NPR for the Tampa Bay area. (she/her) Retweets are not endorsements.","Jessica Meszaros",FALSE,TRUE,"1523438730370973697","https://t.co/8jklgDElo5","Tampa, FL",3,0,0,0,0,1004,1412,2812,54,"RT @wusf: More than 800,000 gallons of raw sewage spilled into Sarasota Bay after a wastewater pipe broke in Bradenton earlier this month.
https://t.co/fZahlYuoKR",FALSE
"40","26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee . https   twitter com kkuizon status 1278444520510763009 photo 1","1278444520510763009","en",2020-07-01 21:45:00,FALSE,"26014932","1278444520510763009","everyone",NA,"2009-03-23T14:53:08.000Z","https://pbs.twimg.com/profile_images/964559428560281600/xGdD0z3r_normal.jpg","kkuizon","Fox 13 WTVT Reporter. Florida Girl living the dream. Wife, new mom, Gator, adventure seeker-outdoor lover & trying to juggle it all at once. Opinions are my own","Kim Kuizon FOX 13",FALSE,TRUE,NA,"https://t.co/C8yRkQVAYP","Tampa Bay",12,9,18,7,0,7308,516,21130,190,"26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee https://t.co/JGlyCCD342",FALSE
"41","RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee . https   twitter com kkuizon status 1278444520510763009 photo 1","1278444570838290433","en",2020-07-01 21:45:12,FALSE,"15750898","1278444570838290433","everyone",NA,"2008-08-06T15:12:10.000Z","https://pbs.twimg.com/profile_images/1459177564178681893/Y3jxK1Xd_normal.jpg","FOX13News","Bringing you the important stuff, like breaking news & weather alerts. But also plenty of fun stories, like sports updates and all those #WeLiveHere tales.","FOX 13 Tampa Bay",FALSE,TRUE,"1598030799273660422","https://t.co/MUtKcxEsVq","Tampa, FL",12,0,0,0,0,377201,4626,258193,1876,"RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee https://t.co/JGlyCCD342",FALSE
"42","RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee . https   twitter com kkuizon status 1278444520510763009 photo 1","1278444791659978754","en",2020-07-01 21:46:05,FALSE,"855039889","1278444791659978754","everyone",NA,"2012-09-30T17:14:40.000Z","https://pbs.twimg.com/profile_images/2666560011/ca6cc07c5cdce398fa0957be56cf16ff_normal.png","LarryToweTV","Special Projects Photographer for WTVT FOX13, tinkerer, gardener, maker of wooden things. WHSV, WVPT, MCT, WHTM. Opinions my own.","Larry Towe",FALSE,FALSE,NA,NA,"Tampa, Florida",12,0,0,0,0,1963,1436,15365,68,"RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee https://t.co/JGlyCCD342",FALSE
"43","RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee . https   twitter com kkuizon status 1278444520510763009 photo 1","1278444816045608967","en",2020-07-01 21:46:11,FALSE,"347254898","1278444816045608967","everyone",NA,"2011-08-02T14:23:30.000Z","https://pbs.twimg.com/profile_images/1380143134328377347/LD1PQlwq_normal.jpg","Fla_Yakker","Florida kayak fisherman, Army Brat
#VibeKayaks #ReefAndReel #AccCrappieStix #ShimanoReels #Eurotackle #Garmin #FloGrown #DakotaLithium","🛶𝕭𝖗𝖆𝖉🛶",FALSE,FALSE,"1380996071128756224",NA,"Spring Hill, FL",12,0,0,0,0,477,476,11496,2,"RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee https://t.co/JGlyCCD342",FALSE
"44","RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee . https   twitter com kkuizon status 1278444520510763009 photo 1","1278446225780506631","en",2020-07-01 21:51:47,FALSE,"2167192391","1278446225780506631","everyone",NA,"2013-11-04T00:31:40.000Z","https://pbs.twimg.com/profile_images/378800000690981287/aa9a046688047a9e4762f984eb41b3cf_normal.jpeg","adenine2k","Chemist. History buff. Avid reader. Knowledge hoarder and disseminator. Nerd.","Adenine",FALSE,FALSE,NA,NA,NA,12,0,0,0,0,20,227,510,1,"RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee https://t.co/JGlyCCD342",FALSE
"45","RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee . https   twitter com kkuizon status 1278444520510763009 photo 1","1278447866198065152","en",2020-07-01 21:58:18,FALSE,"882305157987536897","1278447866198065152","everyone",NA,"2017-07-04T18:28:36.000Z","https://pbs.twimg.com/profile_images/1155595932160942080/UbcRRfk__normal.jpg","hellkat707","","Hellkat707",FALSE,FALSE,NA,NA,"Plant City, FL",12,0,0,0,0,19,319,238,0,"RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee https://t.co/JGlyCCD342",FALSE
"46","RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee . https   twitter com kkuizon status 1278444520510763009 photo 1","1278450697680363523","en",2020-07-01 22:09:33,FALSE,"1088234470665318407","1278450697680363523","everyone",NA,"2019-01-24T00:38:11.000Z","https://pbs.twimg.com/profile_images/1088234674588069888/jMon1JDL_normal.jpg","a4floridacajun","Love the Gulf Coast, and other conservative ideas, places and interfaces. #proLife, low-debt #capitalist, #philosophy as it helps. More at https://t.co/H6efs4NYp7.","ari4",FALSE,FALSE,"1620478099438841856","https://t.co/6yi0YHBPbb","Northwest Florida ",12,0,0,0,0,2882,3782,96767,9,"RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee https://t.co/JGlyCCD342",FALSE
"47","@kkuizon @FOX13News Blackwater or graywater, do we know?. ","1278453211893059584","en",2020-07-01 22:19:32,FALSE,"731985605601693697","1278444520510763009","everyone","26014932","2016-05-15T23:12:22.000Z","https://pbs.twimg.com/profile_images/1587645329154899969/QC2PWNoc_normal.jpg","_gulfcoastchris","Liberal. Veteran. Patriot.","Gulf Coast Chris",FALSE,FALSE,"1550547728081760256",NA,"West Coast Best Coast!",0,1,0,0,0,41,128,5264,1,"@kkuizon @FOX13News Blackwater or graywater, do we know?",TRUE
"48","@kkuizon @FOX13News There are very few things all people agree Governments should do - and they end up screwing that up too.. ","1278457480587198467","en",2020-07-01 22:36:30,FALSE,"1857157704","1278444520510763009","everyone","26014932","2013-09-12T11:58:10.000Z","https://pbs.twimg.com/profile_images/1280482594774269952/7F1X2RNT_normal.jpg","TampaFLPolitico","","Ranger Rick",FALSE,FALSE,NA,NA,"Tampa, FL",0,0,1,0,0,235,314,21951,1,"@kkuizon @FOX13News There are very few things all people agree Governments should do - and they end up screwing that up too.",TRUE
"49","26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay

. http   www theuncensoredreport com 2020 07 26 to 28 million gallons of wastewater is believed to have spilled into sarasota bay","1278460465203630080","en",2020-07-01 22:48:22,FALSE,"747552338","1278460465203630080","everyone",NA,"2012-08-09T16:54:44.000Z","https://pbs.twimg.com/profile_images/1199787023508365318/sFxlsK-T_normal.jpg","TheSuncoastNews","Covering local Suncoast news and some national news. Alumna @UofMaryland, Vet @DepNavy. Bringing back Truth In Media!","Francesco Abbruzzino - The Scoop",FALSE,FALSE,NA,"https://t.co/ZhRKxESlva","Sarasota, Florida",0,0,0,0,0,1106,322,152267,54,"26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay

https://t.co/iY91p2n2xU",FALSE
"50","RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee . https   twitter com kkuizon status 1278444520510763009 photo 1","1278465126849490947","en",2020-07-01 23:06:53,FALSE,"804386261121331201","1278465126849490947","everyone",NA,"2016-12-01T18:06:44.000Z","https://pbs.twimg.com/profile_images/1436747035391168512/YN8OvYFK_normal.jpg","Frankiesdeadmgt","the DEAD🌹💀🌹 #longlivebrucelean FL photographer @tampatattooco @headhighfl","Glock Sabbath 🥀☠️",FALSE,FALSE,"1044215000859070465","https://t.co/ZnwnUr6tGL","Tampa, FL",12,0,0,0,0,1015,834,58593,2,"RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee https://t.co/JGlyCCD342",FALSE
"51","RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee . https   twitter com kkuizon status 1278444520510763009 photo 1","1278472299642003458","en",2020-07-01 23:35:23,FALSE,"2842239604","1278472299642003458","everyone",NA,"2014-10-23T22:00:26.000Z","https://pbs.twimg.com/profile_images/1250637488533749760/Qpv-9Art_normal.jpg","S_uckmynutt","Wake up to find out that you are the eyes of the world💀🌹","nic",FALSE,FALSE,"831903738071830532",NA,NA,12,0,0,0,0,495,273,67262,4,"RT @kkuizon: 26 to 28 million gallons of wastewater is believed to have spilled into Sarasota Bay. This comes following a leak from an underwater pipe from Longboat Key @fox13news #Longboatkey #Sarasota #Manatee https://t.co/JGlyCCD342",FALSE
