"","text","conversation_id","lang","possibly_sensitive","created_at.x","author_id","reply_settings","id","profile_image_url","url","name","username","location","created_at.y","verified","protected","description","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","public_metrics.y_like_count","public_metrics.y_media_count","text_with_display_links","in_reply_to_user_id","reply.to.thread.no.term","geo_place_id"
"29","RT @weatherbryan: (RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn…  . https   x com i web status 1857943075802517772. https   x com weatherbryan status 1857943075802517772 photo 1","1857986090172334570","en",FALSE,2024-11-17 03:16:18,"1482880528349028352","everyone","1857986090172334570","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,"She wolf","Shewolf26917652",NA,"2022-01-17T01:01:25.000Z",FALSE,FALSE,"I roar",NA,9,0,0,0,0,0,573,1567,6125,0,3616,NA,"RT @weatherbryan: (RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn… https://t.co/7isenfLtUb https://t.co/H2d6OEJW9K",NA,FALSE,NA
"30","RT @weatherbryan: (RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn…  . https   x com i web status 1857943075802517772. https   x com weatherbryan status 1857943075802517772 photo 1","1857985771598229977","en",FALSE,2024-11-17 03:15:02,"1625276158659944448","everyone","1857985771598229977","https://pbs.twimg.com/profile_images/1832780817493348353/k4KUn_-D_normal.jpg","https://t.co/b3m4NrLeny","Bain","WhistleRebekah",NA,"2023-02-13T23:30:31.000Z",FALSE,FALSE,"Actress, HitRecord Writer, Civil Rights Advocate, Dancer, Adopted Daughter","1761774285369057334",9,0,0,0,0,0,2892,2028,16671,0,29310,NA,"RT @weatherbryan: (RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn… https://t.co/7isenfLtUb https://t.co/H2d6OEJW9K",NA,FALSE,NA
"31","RT @weatherbryan: (RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn…  . https   x com i web status 1857943075802517772. https   x com weatherbryan status 1857943075802517772 photo 1","1857957751764173121","en",FALSE,2024-11-17 01:23:41,"1696179398532071425","everyone","1857957751764173121","https://pbs.twimg.com/profile_images/1794406987087618048/J_zx2bzM_normal.jpg",NA,"KL","Le077ne",NA,"2023-08-28T15:14:37.000Z",FALSE,FALSE,"",NA,9,0,0,0,0,0,196,719,11140,1,72479,NA,"RT @weatherbryan: (RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn… https://t.co/7isenfLtUb https://t.co/H2d6OEJW9K",NA,FALSE,NA
"32","RT @weatherbryan: (RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn…  . https   x com i web status 1857943075802517772. https   x com weatherbryan status 1857943075802517772 photo 1","1857955297215561832","en",FALSE,2024-11-17 01:13:56,"1690519578873311234","everyone","1857955297215561832","https://pbs.twimg.com/profile_images/1768680927067045889/YslE7FPw_normal.jpg",NA,"PDP00000001","PDP00000001","Florida ","2023-08-13T00:24:22.000Z",FALSE,FALSE,"anti communist, anti Zionist, exposing Soviet Israel",NA,9,0,0,0,0,0,493,473,27278,0,24474,NA,"RT @weatherbryan: (RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn… https://t.co/7isenfLtUb https://t.co/H2d6OEJW9K",NA,FALSE,NA
"33","RT @weatherbryan: (RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn…  . https   x com i web status 1857943075802517772. https   x com weatherbryan status 1857943075802517772 photo 1","1857955185345048667","en",FALSE,2024-11-17 01:13:29,"40080349","everyone","1857955185345048667","https://pbs.twimg.com/profile_images/422183511215190016/AYiQkOUn_normal.jpeg","https://t.co/Cj17LOpYV5","Christian N.","CRENpolitics","Philadelphia, PA & Houston, TX","2009-05-14T20:48:40.000Z",FALSE,FALSE,"Young entrepreneur. Giving updates about politics, sports, & news. RT ≠ endorsement. | AKΨ ✈️","1855252139448123546",9,0,0,0,0,0,830,3108,66126,78,158178,NA,"RT @weatherbryan: (RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn… https://t.co/7isenfLtUb https://t.co/H2d6OEJW9K",NA,FALSE,NA
"34","RT @weatherbryan: (RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn…  . https   x com i web status 1857943075802517772. https   x com weatherbryan status 1857943075802517772 photo 1","1857951078295204049","en",FALSE,2024-11-17 00:57:10,"129615849","everyone","1857951078295204049","https://pbs.twimg.com/profile_images/1846016902272786432/at77t7dS_normal.jpg","https://t.co/PY6jL6b4b8","Carlos Hernandez (Carlos Eats)","carloseats","✈️","2010-04-04T22:17:03.000Z",FALSE,FALSE,"Food + Travel writer. SF Native. Florida Man. Opinions are my own. RTs ≠ Endorsements. carloshernandesu@gmail.com","1850307527260639537",9,0,0,0,0,0,11803,12939,398048,285,503979,NA,"RT @weatherbryan: (RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn… https://t.co/7isenfLtUb https://t.co/H2d6OEJW9K",NA,FALSE,NA
"35","RT @weatherbryan: (RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn…  . https   x com i web status 1857943075802517772. https   x com weatherbryan status 1857943075802517772 photo 1","1857944190467875006","en",FALSE,2024-11-17 00:29:48,"1822177564103790592","everyone","1857944190467875006","https://pbs.twimg.com/profile_images/1822177870493462528/l0P__TAb_normal.jpg",NA,"SeagerTheHound🎗🎗🇺🇸🇺🇦🇮🇱🇹🇼🇦🇲🇮🇹","SeagerTheHound","America ","2024-08-10T07:46:08.000Z",FALSE,FALSE,"Profile dedicated to my loving and obnoxious rescue hound; #BringThemAllHomeNow",NA,9,0,0,0,0,0,572,1826,17733,6,50148,NA,"RT @weatherbryan: (RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn… https://t.co/7isenfLtUb https://t.co/H2d6OEJW9K",NA,FALSE,NA
"36","RT @weatherbryan: (RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn…  . https   x com i web status 1857943075802517772. https   x com weatherbryan status 1857943075802517772 photo 1","1857943441948242118","en",FALSE,2024-11-17 00:26:50,"2958544757","everyone","1857943441948242118","https://pbs.twimg.com/profile_images/1564654637394829317/A-XF72lm_normal.jpg",NA,"Louetta Wilson Proud WOKE Liberal Democrat","WilsonLouetta","Irvine/Lex KY,Cincy,Ft.MyersFL","2015-01-03T14:44:46.000Z",FALSE,FALSE,"🌊#BLM🇺🇸🇫🇷🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧🇪🇸🏳️‍🌈🌴💃🏊‍♀️🏀🏈🐶🐱EKU, UK, THEU, USCFightOn, Heat, Veggie, Dem, Earth Protector, Teacher, Nanticoke & Cherokee Tribes","1156337244334166016",9,0,0,0,0,0,1391,4898,41584,1,36573,NA,"RT @weatherbryan: (RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn… https://t.co/7isenfLtUb https://t.co/H2d6OEJW9K",NA,FALSE,NA
"37","(RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn…  . https   x com i web status 1857943075802517772. https   x com weatherbryan status 1857943075802517772 photo 1","1857943075802517772","en",FALSE,2024-11-17 00:25:22,"1452715530","everyone","1857943075802517772","https://pbs.twimg.com/profile_images/1376726005419761670/kYF7H8db_normal.jpg",NA,"Bryan Bennett","weatherbryan","Tampa, FL","2013-05-23T23:11:40.000Z",FALSE,FALSE,"Meteorologist, AMS Certified, Emmy awards for coverage of Hurricane Sandy & Irene, Undergrad degree from GT, Graduate degree from MS State.",NA,9,0,23,0,5,2193,6336,697,17461,249,13934,NA,"(RED TIDE - NOV 16) Effects of red tide will worsen at some Tampa Bay beaches on Wednesday.

➡️ An area of red tide has existed mainly offshore of Pinellas down to Sanibel since Milton.  Fortunately, easterly winds have kept the effects offshore.

➡️ On Wednesday, winds will turn… https://t.co/7isenfLtUb https://t.co/H2d6OEJW9K",NA,FALSE,NA
"38","Red Tide is on the march along area beaches - WUSF -  #GoogleAlerts. https   www wusf org environment 2024 11 15 red tide on march along beaches pinellas manatee sarasota","1857766577715790151","en",FALSE,2024-11-16 12:44:02,"534263140","everyone","1857766577715790151","https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg",NA,"Florida Issues","FloridaIssues",NA,"2012-03-23T12:49:26.000Z",FALSE,FALSE,"",NA,0,0,0,0,0,15,1038,11,160066,35,1337,NA,"Red Tide is on the march along area beaches - WUSF - https://t.co/6qjw9PxGfG #GoogleAlerts",NA,FALSE,NA
"39","Environmentalists are talking with people in Tampa Bay about the impacts hurricanes have had on sewage spills, red tide, and more, @MarilynParkerTV reports. 

Read more:  . https   www wfla com news pinellas county clean water advocates discuss environmental impacts post hurricanes. https   x com WFLA status 1857264021533016499 photo 1","1857264021533016499","en",FALSE,2024-11-15 03:27:03,"23820899","everyone","1857264021533016499","https://pbs.twimg.com/profile_images/1539812844660719616/2FlxM4l8_normal.jpg","https://t.co/qPxwyiszHG","WFLA NEWS","WFLA","Tampa, FL","2009-03-11T20:14:10.000Z",FALSE,FALSE,"WFLA News Channel 8 is a news leader in Tampa Bay.",NA,0,0,5,0,0,1704,237616,2246,268293,1792,6960,NA,"Environmentalists are talking with people in Tampa Bay about the impacts hurricanes have had on sewage spills, red tide, and more, @MarilynParkerTV reports. 

Read more: https://t.co/te1wxauT1R https://t.co/8fNMAxpmaF",NA,FALSE,NA
"40","RT @FloridaPoison: Respiratory Irritation suspected to be related to red tide was reported over the past week in Southwest Florida (along Pinellas, Sarasota, Charlotte, and Lee Counties). #Poison Help 1-800-222-1222. . https   x com FloridaPoison status 1856442343714632025 video 1","1857182485395779948","en",FALSE,2024-11-14 22:03:03,"4664688606","everyone","1857182485395779948","https://pbs.twimg.com/profile_images/1677447780787265539/rMw1BeFx_normal.jpg",NA,"Occam's Razor","occamsrazor461","Planet Earth","2015-12-28T02:33:51.000Z",FALSE,FALSE,"Believer in Jesus Christ. I love God, my country, my family, and my friends. Yehushu'a comes on the storm.
✝️🙏❤️",NA,1,0,0,0,0,0,1486,2567,29265,1,26460,NA,"RT @FloridaPoison: Respiratory Irritation suspected to be related to red tide was reported over the past week in Southwest Florida (along Pinellas, Sarasota, Charlotte, and Lee Counties). #Poison Help 1-800-222-1222. https://t.co/QnyNK6LJUP",NA,FALSE,NA
"41","RT @WFLA: A red tide alert has been issued for multiple Tampa Bay area counties.

Read more:  . https   www wfla com news sarasota county red tide alert issued for sarasota pinellas area beaches. https   x com WFLA status 1856871388319039536 photo 1","1857182287252570498","en",FALSE,2024-11-14 22:02:16,"4664688606","everyone","1857182287252570498","https://pbs.twimg.com/profile_images/1677447780787265539/rMw1BeFx_normal.jpg",NA,"Occam's Razor","occamsrazor461","Planet Earth","2015-12-28T02:33:51.000Z",FALSE,FALSE,"Believer in Jesus Christ. I love God, my country, my family, and my friends. Yehushu'a comes on the storm.
✝️🙏❤️",NA,6,0,0,0,0,0,1486,2567,29265,1,26460,NA,"RT @WFLA: A red tide alert has been issued for multiple Tampa Bay area counties.

Read more: https://t.co/uee3f6knLy https://t.co/osyipLBi1Z",NA,FALSE,NA
"42","@jeremyjudkins_ @cybrtrkguy 

I haven’t been out there today but I did see this. https   www wfla com news sarasota county red tide alert issued for sarasota pinellas area beaches amp","1857146830011994575","en",FALSE,2024-11-14 21:59:39,"2513447400","everyone","1857181627606237402","https://pbs.twimg.com/profile_images/1712378394023768064/HJQSG6yL_normal.jpg",NA,"Nick","TheAppleCore","Sarasota, FL","2014-05-21T19:31:27.000Z",FALSE,FALSE,"Husband and father of three boys - Owner of The Apple Core 👨‍🔧Mac/PC Repair and Sales - Custom PC Builder - Tech Enthusiast","1782166728153198888",0,0,1,0,0,13,606,533,3321,3,4573,NA,"@jeremyjudkins_ @cybrtrkguy https://t.co/hbaapCnA0b

I haven’t been out there today but I did see this","1447963180567863314",FALSE,NA
"43","Red tide Alert Issued: For Sarasota, Pinellas Beaches . https   www wfla com news sarasota county red tide alert issued for sarasota pinellas area beaches","1857127023686082994","en",FALSE,2024-11-14 18:22:40,"353119109","everyone","1857127023686082994","https://pbs.twimg.com/profile_images/1686125606734356481/UEWoRkEO_normal.jpg","https://t.co/Ou0oi3cUS1","REX Bill Morill 💫 🇮🇹 🇫🇷 🇳🇬","billmorill","Florida","2011-08-11T15:40:23.000Z",FALSE,FALSE,"Su Real Alteza Guillermo Dafid desde Casa Morillo de Andalusia y Rey de Nuevo Espana y del Gente y Conde de Cartagena y Marqués de La Puerta (1816 Fernando VII)","1410030332934565895",0,0,0,0,0,21,630,555,182688,2,109864,NA,"Red tide Alert Issued: For Sarasota, Pinellas Beaches https://t.co/2gyLMXhcJZ",NA,FALSE,NA
"44","RT @WFLA: A red tide alert has been issued for multiple Tampa Bay area counties.

Read more:  . https   www wfla com news sarasota county red tide alert issued for sarasota pinellas area beaches. https   x com WFLA status 1856871388319039536 photo 1","1857067089179095305","en",FALSE,2024-11-14 14:24:31,"1651977795180822529","everyone","1857067089179095305","https://pbs.twimg.com/profile_images/1652000848233263109/2ViG0vxG_normal.jpg",NA,"Suzanne@cookinmaama","SuzanneBos43679",NA,"2023-04-28T15:57:54.000Z",FALSE,FALSE,"🐬🏳️‍🌈🏳️‍⚧️
Florida native, Iifelong Miami Dolphins fan.  Mom, Grandma, BLM, Pro-Choice. 🔩 DeFascist and Trump.","1792611447194968218",6,0,0,0,0,0,1794,1573,168277,9,113867,NA,"RT @WFLA: A red tide alert has been issued for multiple Tampa Bay area counties.

Read more: https://t.co/uee3f6knLy https://t.co/osyipLBi1Z",NA,FALSE,NA
